generation,best_damage,avg_damage,best_travel,avg_travel,best_battery,avg_battery,hypervolume,n_pareto
141,5.133445821714025,4.034037026903358,139.21274880948494,158.10298234915868,139.21274880948494,158.10298234915868,91520.36100729542,49
142,5.133445821714025,4.027179490190187,139.21274880948494,157.96153918717778,139.21274880948494,157.96153918717778,91520.36100729542,49
143,5.133445821714025,4.024025592887576,139.21274880948494,158.05060763483476,139.21274880948494,158.05060763483476,91520.36100729542,49
144,5.133445821714025,4.020451500006863,139.21274880948494,157.5941529842087,139.21274880948494,157.5941529842087,91520.36100729542,49
145,5.133445821714025,4.0357812479332225,139.21274880948494,158.35456096715293,139.21274880948494,158.35456096715293,91520.36100729542,49
146,5.133445821714025,4.036118130195687,139.21274880948494,158.71581004138747,139.21274880948494,158.71581004138747,91520.36100729542,49
147,5.133445821714025,4.067621234085341,139.21274880948494,159.03749002152549,139.21274880948494,159.03749002152549,91520.36100729542,49
148,5.133445821714025,4.075471691536086,139.21274880948494,159.45134774146678,139.21274880948494,159.45134774146678,91520.36100729542,49
149,5.133445821714025,4.099368670547951,139.21274880948494,158.56716625555876,139.21274880948494,158.56716625555876,91520.36100729542,49
150,5.133445821714025,4.110326835551002,139.21274880948494,158.82013051936346,139.21274880948494,158.82013051936346,91520.36100729542,49
151,5.133445821714025,4.088568847686152,139.21274880948494,159.1166749843002,139.21274880948494,159.1166749843002,91520.36100729542,49
152,5.133445821714025,4.111887519054826,139.21274880948494,158.64664863076388,139.21274880948494,158.64664863076388,91520.36100729542,49
153,5.133445821714025,4.101645285609271,139.21274880948494,158.23386860119749,139.21274880948494,158.23386860119749,91520.36100729542,49
154,5.133445821714025,4.1129519735821045,139.21274880948494,159.1328763639436,139.21274880948494,159.1328763639436,91520.36100729542,49
155,5.133445821714025,4.12168493719581,139.21274880948494,159.68358185717844,139.21274880948494,159.68358185717844,91520.36100729542,49
156,5.133445821714025,4.131089509317979,139.21274880948494,160.1107496731781,139.21274880948494,160.1107496731781,91520.36100729542,49
157,5.133445821714025,4.158915516551651,139.21274880948494,160.17956753707526,139.21274880948494,160.17956753707526,91520.36100729542,49
158,5.133445821714025,4.172078803753301,139.21274880948494,160.8823311246026,139.21274880948494,160.8823311246026,91520.36100729542,49
159,5.133445821714025,4.147701919612083,139.21274880948494,160.4093332855085,139.21274880948494,160.4093332855085,91520.36100729542,49
160,5.133445821714025,4.158013867686504,139.21274880948494,160.77441313995536,139.21274880948494,160.77441313995536,91520.36100729542,49
161,5.133445821714025,4.148531079709061,139.21274880948494,160.337715004121,139.21274880948494,160.337715004121,91520.36100729542,49
162,5.133445821714025,4.143110345494763,139.21274880948494,159.2254929331745,139.21274880948494,159.2254929331745,91520.36100729542,49
163,5.133445821714025,4.12278775329562,139.21274880948494,159.35039497247175,139.21274880948494,159.35039497247175,91520.36100729542,49
164,5.133445821714025,4.1192532495474365,139.21274880948494,159.11706767612029,139.21274880948494,159.11706767612029,91520.36100729542,49
165,5.133445821714025,4.097469353166099,139.21274880948494,158.7877973489242,139.21274880948494,158.7877973489242,91531.72345921386,48
166,5.133445821714025,4.092184748131027,139.21274880948494,159.123624516463,139.21274880948494,159.123624516463,91531.72345921386,49
167,5.133445821714025,4.100062036743798,139.21274880948494,159.85600392159563,139.21274880948494,159.85600392159563,91531.72345921386,49
168,5.133445821714025,4.107953433961287,139.21274880948494,159.94975720018138,139.21274880948494,159.94975720018138,91531.72345921386,49
169,5.133445821714025,4.091881967651774,139.21274880948494,159.36346580083722,139.21274880948494,159.36346580083722,91531.72345921386,49
170,5.133445821714025,4.085413726246431,139.21274880948494,159.43252252112595,139.21274880948494,159.43252252112595,91531.72345921386,49
171,5.133445821714025,4.090332465901427,139.21274880948494,160.71785437873655,139.21274880948494,160.71785437873655,91531.72345921386,49
172,5.133445821714025,4.088893949702087,139.21274880948494,159.9207120965992,139.21274880948494,159.9207120965992,91531.72345921386,49
173,5.133445821714025,4.066207518486409,139.21274880948494,159.0987143526007,139.21274880948494,159.0987143526007,91531.72345921386,49
174,5.133445821714025,4.054609316899714,139.21274880948494,158.85629787969606,139.21274880948494,158.85629787969606,91531.72345921386,49
175,5.133445821714025,4.058906615638149,139.21274880948494,158.81377102777302,139.21274880948494,158.81377102777302,91531.72345921386,49
176,5.133445821714025,4.040826155901142,139.21274880948494,158.5848177973889,139.21274880948494,158.5848177973889,91531.72345921386,49
177,5.133445821714025,4.029869635133443,139.21274880948494,158.35260051835272,139.21274880948494,158.35260051835272,91531.72345921386,49
178,5.133445821714025,4.040290687452622,139.21274880948494,157.96798594501314,139.21274880948494,157.96798594501314,91531.72345921386,49
179,5.133445821714025,4.049683224517838,139.21274880948494,158.28064024943208,139.21274880948494,158.28064024943208,91531.72345921386,49
180,5.133445821714025,4.048190397936951,139.21274880948494,158.2091966711325,139.21274880948494,158.2091966711325,91531.72345921386,49
181,5.133445821714025,4.035392813912808,139.21274880948494,158.51515793773024,139.21274880948494,158.51515793773024,91599.38032805137,49
182,5.133445821714025,4.033174284902519,139.21274880948494,158.860789232508,139.21274880948494,158.860789232508,91599.38032805137,49
183,5.133445821714025,4.053753180817199,139.21274880948494,159.19426960265608,139.21274880948494,159.19426960265608,91599.38032805137,49
184,5.133445821714025,4.0445585149878776,139.21274880948494,158.5190652594808,139.21274880948494,158.5190652594808,91599.38032805137,49
185,5.133445821714025,4.047899763574028,139.21274880948494,159.3728205284871,139.21274880948494,159.3728205284871,91599.38032805137,49
186,5.133445821714025,4.060101966063298,139.21274880948494,158.91022499765614,139.21274880948494,158.91022499765614,91599.38032805137,49
187,5.133445821714025,4.064144012993675,139.21274880948494,159.68835885366556,139.21274880948494,159.68835885366556,91599.38032805137,49
188,5.133445821714025,4.0472946434865795,139.21274880948494,159.13905961157374,139.21274880948494,159.13905961157374,91599.38032805137,49
189,5.133445821714025,4.0344285217845055,139.21274880948494,158.28960618062374,139.21274880948494,158.28960618062374,91599.38032805137,49
190,5.133445821714025,4.03255763310034,139.21274880948494,159.15522431207796,139.21274880948494,159.15522431207796,91599.38032805137,49
191,5.133445821714025,4.028293777725773,139.21274880948494,159.40419093433442,139.21274880948494,159.40419093433442,91599.38032805137,49
192,5.133445821714025,4.037412063848266,139.21274880948494,159.40740748906083,139.21274880948494,159.40740748906083,91599.38032805137,49
193,5.133445821714025,4.036654121080355,139.21274880948494,159.15641529609925,139.21274880948494,159.15641529609925,91599.38032805137,49
194,5.133445821714025,4.050703834313827,139.21274880948494,159.35408568904703,139.21274880948494,159.35408568904703,91599.38032805137,49
195,5.133445821714025,4.037915384136446,139.21274880948494,159.36931846460092,139.21274880948494,159.36931846460092,91599.38032805137,49
196,5.133445821714025,4.034020005800356,139.21274880948494,159.42715323642201,139.21274880948494,159.42715323642201,91599.38032805137,49
197,5.133445821714025,4.049013196394538,139.21274880948494,159.96917387306846,139.21274880948494,159.96917387306846,91599.38032805137,49
198,5.133445821714025,4.033879319928952,139.21274880948494,159.80403045497096,139.21274880948494,159.80403045497096,91599.38032805137,49
199,5.133445821714025,4.032974518136359,139.21274880948494,159.93816626002362,139.21274880948494,159.93816626002362,91599.38032805137,49
200,5.133445821714025,4.037231561266376,139.21274880948494,159.8622677050005,139.21274880948494,159.8622677050005,91599.38032805137,49
