tick,generation,best_damage,avg_damage,best_travel,avg_travel,best_battery,avg_battery,hypervolume,n_pareto
0,46,6.162361222043234,5.2055958855293625,139.22642408416712,161.5406874458236,139.22642408416712,161.5406874458236,107374.45460551855,60
0,47,6.162361222043234,5.1093203373342515,139.22642408416712,151.09774651023656,139.22642408416712,151.09774651023656,107379.98251381266,60
0,48,6.162361222043234,5.159379801341657,139.22642408416712,153.8484170350821,139.22642408416712,153.8484170350821,107379.98251381266,60
0,49,6.162361222043234,5.179841997869133,139.22642408416712,155.82801226804972,139.22642408416712,155.82801226804972,107379.98251381266,60
0,50,6.162361222043234,5.246545698522145,139.22642408416712,158.8550723343545,139.22642408416712,158.8550723343545,107379.98251381266,60
0,51,6.162361222043234,5.316834084347567,139.22642408416712,166.87222492024887,139.22642408416712,166.87222492024887,107946.65715843483,60
0,52,6.162361222043234,5.330026657437028,139.22642408416712,168.17570968290565,139.22642408416712,168.17570968290565,107946.65715843483,60
0,53,6.162361222043234,5.291795075830474,139.22642408416712,166.67496732914915,139.22642408416712,166.67496732914915,108330.1320290176,60
0,54,6.162361222043234,5.24937926588248,139.22642408416712,163.27141598639355,139.22642408416712,163.27141598639355,108330.1320290176,60
0,55,6.162361222043234,5.288235705979483,139.22642408416712,164.66798132562647,139.22642408416712,164.66798132562647,108365.20275493596,60
0,56,6.162361222043234,5.283506385581194,139.22642408416712,163.79308614779868,139.22642408416712,163.79308614779868,108365.20275493596,60
0,57,6.162361222043234,5.363418672975787,139.22642408416712,169.37450777555063,139.22642408416712,169.37450777555063,108365.20275493596,60
0,58,6.162361222043234,5.476904913374713,139.22642408416712,177.1978185326598,139.22642408416712,177.1978185326598,108365.20275493596,60
0,59,6.162361222043234,5.435681215618059,139.22642408416712,174.77061338277744,139.22642408416712,174.77061338277744,108365.20275493596,60
0,60,6.162361222043234,5.456274866388173,139.22642408416712,176.49051207199,139.22642408416712,176.49051207199,108365.20275493596,60
0,61,6.162361222043234,5.5704394826241055,139.22642408416712,183.53354960284767,139.22642408416712,183.53354960284767,108365.20275493596,60
0,62,6.162361222043234,5.629136938617334,139.22642408416712,187.93797312986737,139.22642408416712,187.93797312986737,108365.20275493596,60
0,63,6.162361222043234,5.670906195313649,139.22642408416712,188.9967465357958,139.22642408416712,188.9967465357958,108365.20275493596,60
0,64,6.162361222043234,5.6003468263654135,139.22642408416712,181.41116878819506,139.22642408416712,181.41116878819506,108365.20275493596,60
0,65,6.162361222043234,5.780452991718717,139.22642408416712,197.3573178743516,139.22642408416712,197.3573178743516,108939.26444189966,60
0,66,6.162361222043234,5.851588225130128,139.22642408416712,201.4698155029984,139.22642408416712,201.4698155029984,108939.26444189966,60
0,67,6.162361222043234,5.83274415239485,139.22642408416712,199.1579775383765,139.22642408416712,199.1579775383765,108939.26444189966,60
0,68,6.162361222043234,5.846409075566088,139.22642408416712,197.8256670880381,139.22642408416712,197.8256670880381,108939.26444189966,60
0,69,6.162361222043234,5.818157428553355,139.22642408416712,192.11782152890146,139.22642408416712,192.11782152890146,108939.26444189966,60
0,70,6.162361222043234,5.851883423083546,139.22642408416712,197.81157082672786,139.22642408416712,197.81157082672786,108939.26444189966,60
0,71,6.162361222043234,5.825268503201608,139.22642408416712,196.51724246192174,139.22642408416712,196.51724246192174,108939.26444189966,60
0,72,6.162361222043234,5.849385332471172,139.22642408416712,195.80021510579252,139.22642408416712,195.80021510579252,108939.26444189966,60
0,73,6.162361222043234,5.839070542419308,139.22642408416712,195.64312595289306,139.22642408416712,195.64312595289306,108939.26444189966,60
0,74,6.162361222043234,5.855475236809781,139.22642408416712,194.5442902644156,139.22642408416712,194.5442902644156,108939.26444189966,60
0,75,6.162361222043234,5.839917390005296,139.22642408416712,191.66132484368762,139.22642408416712,191.66132484368762,108939.26444189966,60
0,76,6.162361222043234,5.887449530501473,139.22642408416712,198.29465008302637,139.22642408416712,198.29465008302637,108939.26444189966,60
0,77,6.162361222043234,5.904004749355992,139.22642408416712,201.76243902197288,139.22642408416712,201.76243902197288,108939.26444189966,60
0,78,6.162361222043234,5.919717933973854,139.22642408416712,199.71941189087542,139.22642408416712,199.71941189087542,108939.26444189966,60
